city;county;county_code;km;id_fan
Coslegi                                ;Prahova        ;PH;0;14960
Cosmina de Jos                         ;Prahova        ;PH;0;26639
Cosmina de Sus                         ;Prahova        ;PH;30;26936
Cosminele                              ;Prahova        ;PH;0;14961
Costeni                                ;Prahova        ;PH;20;28042
Cotofenesti                            ;Prahova        ;PH;0;26584
Crangurile                             ;Prahova        ;PH;40;28043
Crivina                                ;Prahova        ;PH;0;14964
Cuib                                   ;Prahova        ;PH;20;27335
Curcubeu                               ;Prahova        ;PH;40;27053
Curmatura                              ;Prahova        ;PH;28;28044
Dambu                                  ;Prahova        ;PH;0;27178
Darvari                                ;Prahova        ;PH;0;14965
Ditesti                                ;Prahova        ;PH;35;14966
Dobrota                                ;Prahova        ;PH;31;28045
Doftana                                ;Prahova        ;PH;35;26916
Draganeasa                             ;Prahova        ;PH;0;11760
Draganesti                             ;Prahova        ;PH;35;14967
Draghicesti                            ;Prahova        ;PH;40;28046
Drajna                                 ;Prahova        ;PH;0;14968
Drajna de Jos                          ;Prahova        ;PH;0;26772
Drajna de Sus                          ;Prahova        ;PH;0;27084
Dumbrava                               ;Prahova        ;PH;30;14969
Dumbravesti                            ;Prahova        ;PH;0;14970
Ezeni                                  ;Prahova        ;PH;30;28047
Facaieni                               ;Prahova        ;PH;0;28048
Faget                                  ;Prahova        ;PH;0;26634
Fagetu                                 ;Prahova        ;PH;0;27296
Fanari (Gherghita)                     ;Prahova        ;PH;0;26587
Fanari (Gorgota)                       ;Prahova        ;PH;25;26585
Fantanele                              ;Prahova        ;PH;45;14972
Fefelei                                ;Prahova        ;PH;0;28049
Filipestii de Padure                   ;Prahova        ;PH;30;26471
Filipestii de Targ                     ;Prahova        ;PH;30;26586
Floresti                               ;Prahova        ;PH;0;14975
Frasinet                               ;Prahova        ;PH;20;11761
Fulga                                  ;Prahova        ;PH;45;14976
Fulga de Jos                           ;Prahova        ;PH;40;27103
Fulga de Sus                           ;Prahova        ;PH;45;27104
Fundeni                                ;Prahova        ;PH;0;14977
Gageni                                 ;Prahova        ;PH;0;14978
Galmeia                                ;Prahova        ;PH;0;28050
Gavanel                                ;Prahova        ;PH;30;28051
Gheaba                                 ;Prahova        ;PH;0;14979
Gherghita                              ;Prahova        ;PH;32;14981
Ghighiu                                ;Prahova        ;PH;0;27092
Ghinoaica                              ;Prahova        ;PH;40;28052
Ghiocel                                ;Prahova        ;PH;0;14982
Ghioldum                               ;Prahova        ;PH;0;27159
Ghiosesti                              ;Prahova        ;PH;20;26917
Glod                                   ;Prahova        ;PH;0;28053
Goga                                   ;Prahova        ;PH;0;14983
Gogeasca                               ;Prahova        ;PH;23;28054
Gorgota                                ;Prahova        ;PH;0;14984
Gornet                                 ;Prahova        ;PH;20;14985
Gornet-Cricov                          ;Prahova        ;PH;31;27129
Goruna                                 ;Prahova        ;PH;0;14986
Gradistea                              ;Prahova        ;PH;40;28055
Gresia                                 ;Prahova        ;PH;25;28056
Grosani                                ;Prahova        ;PH;0;28057
Gura Beliei                            ;Prahova        ;PH;0;26913
Gura Crivatului                        ;Prahova        ;PH;30;28058
Gura Vadului                           ;Prahova        ;PH;42;14987
Gura Vitioarei                         ;Prahova        ;PH;0;14988
Habud                                  ;Prahova        ;PH;0;26632
Harsa                                  ;Prahova        ;PH;0;27133
Hatcarau                               ;Prahova        ;PH;35;26638
Homoraciu                              ;Prahova        ;PH;0;14989
Iazu                                   ;Prahova        ;PH;0;27039
Independenta                           ;Prahova        ;PH;40;27125
Inotesti                               ;Prahova        ;PH;35;14990
Iordacheanu                            ;Prahova        ;PH;30;14991
Irimesti                               ;Prahova        ;PH;0;26914
Izesti                                 ;Prahova        ;PH;23;28059
Izvoarele                              ;Prahova        ;PH;0;14993
Izvoru                                 ;Prahova        ;PH;20;27012
Jercalai                               ;Prahova        ;PH;0;28060
Jugureni                               ;Prahova        ;PH;50;14994
Lacu Turcului                          ;Prahova        ;PH;40;26589
Lapos                                  ;Prahova        ;PH;65;14996
Laposel                                ;Prahova        ;PH;50;28061
Liliesti                               ;Prahova        ;PH;0;14997
Lipanesti                              ;Prahova        ;PH;0;14998
Livadea                                ;Prahova        ;PH;0;27166
Loloiasca                              ;Prahova        ;PH;0;14999
Lopatnita                              ;Prahova        ;PH;36;15000
Lunca Mare                             ;Prahova        ;PH;0;11762
Lunca Prahovei                         ;Prahova        ;PH;0;11763
Lutu Rosu                              ;Prahova        ;PH;30;27000
Magula                                 ;Prahova        ;PH;25;27105
Magura                                 ;Prahova        ;PH;30;27331
Magurele                               ;Prahova        ;PH;0;15001
Magureni                               ;Prahova        ;PH;0;11764
Malaestii de Jos                       ;Prahova        ;PH;21;15002
Malaestii de Sus                       ;Prahova        ;PH;0;28062
Malaiesti                              ;Prahova        ;PH;0;28063
Malamuc                                ;Prahova        ;PH;40;15003
Malu Rosu                              ;Prahova        ;PH;40;28064
Malu Vanat                             ;Prahova        ;PH;0;15004
Manastirea Suzana                      ;Prahova        ;PH;28;28065
Maneciu                                ;Prahova        ;PH;0;26774
Maneciu-Pamanteni                      ;Prahova        ;PH;0;26477
Maneciu-Ungureni                       ;Prahova        ;PH;0;26478
Manesti                                ;Prahova        ;PH;30;15007
Marginea Padurii                       ;Prahova        ;PH;50;27064
Marginenii de Jos                      ;Prahova        ;PH;25;26590
Marlogea                               ;Prahova        ;PH;42;27128
Maruntis                               ;Prahova        ;PH;0;28066
Matita                                 ;Prahova        ;PH;28;28067
Mehedinta                              ;Prahova        ;PH;35;15009
Melicesti                              ;Prahova        ;PH;17;11765
Merdeala                               ;Prahova        ;PH;20;28068
Meri                                   ;Prahova        ;PH;35;15011
Minieri                                ;Prahova        ;PH;35;26591
Miresu Mare                            ;Prahova        ;PH;55;15014
Miresu Mic                             ;Prahova        ;PH;50;27336
Miroslavesti                           ;Prahova        ;PH;0;15015
Mislea                                 ;Prahova        ;PH;0;11766
Mizil                                  ;Prahova        ;PH;0;15016
Moara                                  ;Prahova        ;PH;0;28069
Moara Domneasca                        ;Prahova        ;PH;0;26934
Moara Noua                             ;Prahova        ;PH;0;15017
Mocesti                                ;Prahova        ;PH;31;15018
Nedelea                                ;Prahova        ;PH;0;15021
Negoiesti                              ;Prahova        ;PH;0;15022
Nevesteasca                            ;Prahova        ;PH;35;27148
Nisipoasa                              ;Prahova        ;PH;0;28070
Nistoresti                             ;Prahova        ;PH;0;11767
Novacesti                              ;Prahova        ;PH;28;27135
Nucet (Chiojdeanca)                    ;Prahova        ;PH;30;26580
Nucet (Gornet)                         ;Prahova        ;PH;20;28071
Nucsoara de Jos                        ;Prahova        ;PH;0;26592
Nucsoara de Sus                        ;Prahova        ;PH;0;27162
Ocina de Jos                           ;Prahova        ;PH;20;26852
Ocina de Sus                           ;Prahova        ;PH;25;11768
Odaile                                 ;Prahova        ;PH;0;15024
Ogretin                                ;Prahova        ;PH;0;15025
Olari                                  ;Prahova        ;PH;45;15026
Olarii Vechi                           ;Prahova        ;PH;25;27337
Ologeni                                ;Prahova        ;PH;40;15028
Olteni                                 ;Prahova        ;PH;0;15029
Orzoaia de Jos                         ;Prahova        ;PH;25;26992
Orzoaia de Sus                         ;Prahova        ;PH;25;26993
Ostrovu                                ;Prahova        ;PH;20;26788
Pacureti                               ;Prahova        ;PH;26;15031
Pacuri                                 ;Prahova        ;PH;55;28072
Palanca                                ;Prahova        ;PH;0;27140
Pantazi                                ;Prahova        ;PH;0;15033
Parepa-Rusani                          ;Prahova        ;PH;0;27058
Paulesti                               ;Prahova        ;PH;0;15035
Paulestii Noi                          ;Prahova        ;PH;0;27061
Persunari (Gura Vadului)               ;Prahova        ;PH;50;27170
Persunari (Manesti)                    ;Prahova        ;PH;0;26596
Piatra (Drajna)                        ;Prahova        ;PH;0;28073
Piatra (Manesti)                       ;Prahova        ;PH;30;28184
Piatra (Provita de Jos)                ;Prahova        ;PH;20;27007
Piatra Mica                            ;Prahova        ;PH;45;28074
Pietriceaua                            ;Prahova        ;PH;25;11770
Pietricica                             ;Prahova        ;PH;65;28075
Pietrisu                               ;Prahova        ;PH;15;27008
Pietrosani                             ;Prahova        ;PH;0;15037
PIORESTI                               ;Prahova        ;PH;30;27312
Pisculesti                             ;Prahova        ;PH;0;15038
Pitigoi                                ;Prahova        ;PH;0;28076
Plai                                   ;Prahova        ;PH;0;28077
Plaietu                                ;Prahova        ;PH;33;28078
Plaiu (Provita de Sus)                 ;Prahova        ;PH;20;27009
Plaiu (Talea)                          ;Prahova        ;PH;35;27010
Plaiu Campinei                         ;Prahova        ;PH;20;26910
Plaiu Cornului                         ;Prahova        ;PH;20;27004
Plavia                                 ;Prahova        ;PH;30;15039
Pleasa                                 ;Prahova        ;PH;0;15040
Ploiesti                               ;Prahova        ;PH;0;46
Ploiestiori                            ;Prahova        ;PH;0;26597
Plopeni                                ;Prahova        ;PH;0;15042
Plopeni (Dumbravesti)                  ;Prahova        ;PH;0;28079
Plopu                                  ;Prahova        ;PH;0;15043
Podenii Noi                            ;Prahova        ;PH;25;26468
Podenii Vechi                          ;Prahova        ;PH;23;26785
Podgoria                               ;Prahova        ;PH;30;28080
Podu Cheii                             ;Prahova        ;PH;20;27013
Podu Corbului                          ;Prahova        ;PH;17;26918
Podu lui Galben                        ;Prahova        ;PH;25;28081
Podu Lung                              ;Prahova        ;PH;17;26919
Podu Ursului                           ;Prahova        ;PH;0;28082
Podu Vadului                           ;Prahova        ;PH;15;27237
Podu Valeni                            ;Prahova        ;PH;25;15045
Podurile                               ;Prahova        ;PH;0;28083
Poiana                                 ;Prahova        ;PH;17;26920
Poiana Campina                         ;Prahova        ;PH;0;11772
Poiana Copaceni                        ;Prahova        ;PH;0;26640
Poiana Mare                            ;Prahova        ;PH;22;28084
Poiana Mierlei                         ;Prahova        ;PH;0;28085
Poiana Tapului                         ;Prahova        ;PH;10;15747
Poiana Trestiei                        ;Prahova        ;PH;0;27014
Poiana Varbilau                        ;Prahova        ;PH;0;26781
Poienarii Apostoli                     ;Prahova        ;PH;35;26599
Poienarii Burchii                      ;Prahova        ;PH;35;15048
Poienarii Vechi                        ;Prahova        ;PH;35;15050
Poienarii-Rali                         ;Prahova        ;PH;30;26600
Poienile                               ;Prahova        ;PH;0;31366
Popesti (Brazi)                        ;Prahova        ;PH;0;26775
Popesti (Podenii Noi)                  ;Prahova        ;PH;32;28086
Posada                                 ;Prahova        ;PH;0;15748
Posesti                                ;Prahova        ;PH;0;15051
Posestii-Pamanteni                     ;Prahova        ;PH;0;28087
Posestii-Ungureni                      ;Prahova        ;PH;0;28088
Potigrafu                              ;Prahova        ;PH;25;15052
Prajani                                ;Prahova        ;PH;0;15053
Predeal-Sarari                         ;Prahova        ;PH;0;26601
Predeal(Predeal Sarari)                ;Prahova        ;PH;35;31399
Predesti                               ;Prahova        ;PH;0;15055
Priseaca                               ;Prahova        ;PH;35;15056
Provita de Jos                         ;Prahova        ;PH;17;26880
Provita de Sus                         ;Prahova        ;PH;17;11773
Puchenii Mari                          ;Prahova        ;PH;0;15057
Puchenii Mici                          ;Prahova        ;PH;0;27091
Puchenii-Mosneni                       ;Prahova        ;PH;0;27036
Puscasi                                ;Prahova        ;PH;0;15058
Rachieri                               ;Prahova        ;PH;0;15059
Radila                                 ;Prahova        ;PH;0;15060
Rafov                                  ;Prahova        ;PH;0;15061
Ragman                                 ;Prahova        ;PH;0;26915
Rahova                                 ;Prahova        ;PH;35;28090
Romanesti                              ;Prahova        ;PH;0;15062
Rotarea                                ;Prahova        ;PH;23;28091
Rotari                                 ;Prahova        ;PH;40;15063
Salcia                                 ;Prahova        ;PH;45;15064
Salciile                               ;Prahova        ;PH;45;15065
Salcioara                              ;Prahova        ;PH;35;28092
Sangeru                                ;Prahova        ;PH;45;15066
Sarari                                 ;Prahova        ;PH;0;28093
Saratel                                ;Prahova        ;PH;0;26642
Sarca                                  ;Prahova        ;PH;20;27006
Satu de Sus                            ;Prahova        ;PH;30;28094
Satu Nou (Baba Ana)                    ;Prahova        ;PH;0;28095
Satu Nou (Lipanesti)                   ;Prahova        ;PH;0;28096
Satucu                                 ;Prahova        ;PH;0;28097
Schela                                 ;Prahova        ;PH;0;28098
Schiau (Urlati)                        ;Prahova        ;PH;0;28099
Schiau (Valea Calugareasca)            ;Prahova        ;PH;0;26595
Schiulesti                             ;Prahova        ;PH;0;15068
Scorteni                               ;Prahova        ;PH;0;11775
Scurtesti                              ;Prahova        ;PH;26;27060
Secaria                                ;Prahova        ;PH;25;15750
Seciu                                  ;Prahova        ;PH;0;15069
Seciuri                                ;Prahova        ;PH;25;26907
Sfacaru                                ;Prahova        ;PH;32;28100
Sfarleanca                             ;Prahova        ;PH;30;28101
Sicrita                                ;Prahova        ;PH;0;15072
Silistea                               ;Prahova        ;PH;30;28102
Silistea Dealului                      ;Prahova        ;PH;30;28103
Sinaia                                 ;Prahova        ;PH;0;31382
Sipotu                                 ;Prahova        ;PH;0;15073
Sirna                                  ;Prahova        ;PH;0;15074
Slanic                                 ;Prahova        ;PH;20;26475
Slavu                                  ;Prahova        ;PH;0;28104
Slon                                   ;Prahova        ;PH;22;15077
Soimari                                ;Prahova        ;PH;33;15078
Soimesti                               ;Prahova        ;PH;35;27090
Sotrile                                ;Prahova        ;PH;0;11777
Stancesti                              ;Prahova        ;PH;0;15079
Starchiojd                             ;Prahova        ;PH;22;26499
Stefesti                               ;Prahova        ;PH;21;15081
Stejaru                                ;Prahova        ;PH;0;19042
Stoenesti                              ;Prahova        ;PH;0;15083
Straosti                               ;Prahova        ;PH;30;15084
Strejnicu                              ;Prahova        ;PH;0;26501
Stubeiu                                ;Prahova        ;PH;0;28105
Surani                                 ;Prahova        ;PH;37;15086
Surdesti                               ;Prahova        ;PH;20;27011
Talea                                  ;Prahova        ;PH;35;11778
Tantareni                              ;Prahova        ;PH;0;15087
Tarculesti                             ;Prahova        ;PH;45;15088
Targsoru Nou                           ;Prahova        ;PH;0;26521
Targsoru Vechi                         ;Prahova        ;PH;0;26598
Tariceni                               ;Prahova        ;PH;0;15090
Tarlesti                               ;Prahova        ;PH;21;15091
Tarsoreni                              ;Prahova        ;PH;24;28106
Tatarai                                ;Prahova        ;PH;40;28107
Tatarani                               ;Prahova        ;PH;0;15093
Tataru                                 ;Prahova        ;PH;30;15094
Teisani                                ;Prahova        ;PH;0;15095
Telega                                 ;Prahova        ;PH;0;11779
Tesila                                 ;Prahova        ;PH;40;11780
Tinosu                                 ;Prahova        ;PH;0;15098
Tintea                                 ;Prahova        ;PH;0;27106
Tiparesti                              ;Prahova        ;PH;25;15099
Tisa                                   ;Prahova        ;PH;45;15100
Tohani                                 ;Prahova        ;PH;42;28108
Tomsani                                ;Prahova        ;PH;25;15101
Tontesti                               ;Prahova        ;PH;20;26999
Traisteni                              ;Prahova        ;PH;45;11781
Trenu                                  ;Prahova        ;PH;45;15102
Trestienii de Jos                      ;Prahova        ;PH;30;28109
Trestienii de Sus                      ;Prahova        ;PH;30;28110
Trestioara                             ;Prahova        ;PH;30;28111
Tufani                                 ;Prahova        ;PH;40;28112
Tufeni                                 ;Prahova        ;PH;0;28113
Tulburea                               ;Prahova        ;PH;0;28114
Tulburea-Valeni                        ;Prahova        ;PH;0;28115
Udresti                                ;Prahova        ;PH;35;28116
Ungureni (Fantanele)                   ;Prahova        ;PH;45;28185
Ungureni (Filipestii de Targ)          ;Prahova        ;PH;25;28118
Ungureni (Gherghita)                   ;Prahova        ;PH;40;27201
Urlati                                 ;Prahova        ;PH;0;15103
Urleta                                 ;Prahova        ;PH;0;11782
Vadu Parului                           ;Prahova        ;PH;25;15105
Vadu Sapat                             ;Prahova        ;PH;40;15106
Valcanesti                             ;Prahova        ;PH;30;15107
Valcelele                              ;Prahova        ;PH;0;28119
Valea Anei                             ;Prahova        ;PH;22;27136
Valea Bobului                          ;Prahova        ;PH;0;28120
Valea Borului                          ;Prahova        ;PH;0;26594
Valea Bradetului                       ;Prahova        ;PH;0;28121
Valea Bradului                         ;Prahova        ;PH;25;26911
Valea Calugareasca                     ;Prahova        ;PH;0;15109
Valea Crangului                        ;Prahova        ;PH;0;28122
Valea Cricovului                       ;Prahova        ;PH;35;26593
Valea Cucului                          ;Prahova        ;PH;35;15111
Valea Doftanei                         ;Prahova        ;PH;35;11783
Valea Dulce                            ;Prahova        ;PH;0;26641
Valea Larga                            ;Prahova        ;PH;0;15751
Valea Lespezii                         ;Prahova        ;PH;0;28123
Valea Mantei                           ;Prahova        ;PH;0;28124
Valea Mieilor                          ;Prahova        ;PH;0;28125
Valea Nicovani                         ;Prahova        ;PH;0;15112
Valea Nucetului                        ;Prahova        ;PH;0;28126
Valea Oprii                            ;Prahova        ;PH;15;27001
Valea Orlei                            ;Prahova        ;PH;0;28127
Valea Pietrei                          ;Prahova        ;PH;0;27152
Valea Plopului                         ;Prahova        ;PH;0;28128
Valea Poienii                          ;Prahova        ;PH;0;27198
Valea Popii                            ;Prahova        ;PH;0;15113
Valea Scheilor                         ;Prahova        ;PH;60;28129
Valea Screzii                          ;Prahova        ;PH;20;28130
Valea Seaca                            ;Prahova        ;PH;35;28131
Valea Seman                            ;Prahova        ;PH;0;28132
Valea Stalpului                        ;Prahova        ;PH;0;15114
Valea Stupinii                         ;Prahova        ;PH;0;28133
Valea Tarsei                           ;Prahova        ;PH;20;26909
Valea Tocii                            ;Prahova        ;PH;20;28134
Valea Unghiului                        ;Prahova        ;PH;50;28135
Valea Urloii                           ;Prahova        ;PH;0;28136
Valea Ursoii                           ;Prahova        ;PH;0;26633
Valenii de Munte                       ;Prahova        ;PH;0;279
Varbila                                ;Prahova        ;PH;35;27239
Varbilau                               ;Prahova        ;PH;0;15116
Varfurile                              ;Prahova        ;PH;40;28137
Varnita                                ;Prahova        ;PH;0;27099
Vistieru                               ;Prahova        ;PH;20;26912
Vitioara de Sus                        ;Prahova        ;PH;0;27070
Zahanaua                               ;Prahova        ;PH;0;28138
Zalhanaua                              ;Prahova        ;PH;30;26588
Zambroaia                              ;Prahova        ;PH;0;28139
Zamfira                                ;Prahova        ;PH;0;15119
Zanoaga                                ;Prahova        ;PH;25;15120
Zmeuret                                ;Prahova        ;PH;24;28140
Adalin                                 ;Salaj          ;SJ;55;22932
Aghires                                ;Salaj          ;SJ;0;17515
Agrij                                  ;Salaj          ;SJ;25;17516
Aleus                                  ;Salaj          ;SJ;55;17517
Almasu                                 ;Salaj          ;SJ;20;22933
Alunis                                 ;Salaj          ;SJ;35;17519
Archid                                 ;Salaj          ;SJ;40;17520
Babeni                                 ;Salaj          ;SJ;45;17521
Babiu                                  ;Salaj          ;SJ;33;22934
Badacin                                ;Salaj          ;SJ;40;22935
Badon                                  ;Salaj          ;SJ;20;17523
Baica                                  ;Salaj          ;SJ;50;22936
Balan                                  ;Salaj          ;SJ;40;17524
Ban                                    ;Salaj          ;SJ;40;17525
Banisor                                ;Salaj          ;SJ;45;17526
Barsa                                  ;Salaj          ;SJ;60;22937
Barsau Mare                            ;Salaj          ;SJ;26;17527
Barsauta                               ;Salaj          ;SJ;38;22938
Benesat                                ;Salaj          ;SJ;45;22939
Bercea                                 ;Salaj          ;SJ;40;17529
Bezded                                 ;Salaj          ;SJ;55;19132
Bic                                    ;Salaj          ;SJ;40;17530
Bilghez                                ;Salaj          ;SJ;40;17531
Biusa                                  ;Salaj          ;SJ;45;17532
Bizusa-Bai                             ;Salaj          ;SJ;41;23035
Bobota                                 ;Salaj          ;SJ;50;17534
Bocsa                                  ;Salaj          ;SJ;25;17535
Bocsita                                ;Salaj          ;SJ;40;22940
Bodia                                  ;Salaj          ;SJ;30;17536
Bogdana                                ;Salaj          ;SJ;40;17537
Boghis                                 ;Salaj          ;SJ;45;17538
Borla                                  ;Salaj          ;SJ;25;17539
Borza                                  ;Salaj          ;SJ;35;17540
Bozies                                 ;Salaj          ;SJ;50;17541
Bozna                                  ;Salaj          ;SJ;25;17542
Braglez                                ;Salaj          ;SJ;35;17543
Brebi                                  ;Salaj          ;SJ;20;17544
Brusturi                               ;Salaj          ;SJ;21;22941
Buciumi                                ;Salaj          ;SJ;30;17545
Bulgari                                ;Salaj          ;SJ;30;17546
Buzas                                  ;Salaj          ;SJ;38;22942
Calacea                                ;Salaj          ;SJ;65;17547
Camar                                  ;Salaj          ;SJ;55;17548
Campia                                 ;Salaj          ;SJ;35;22943
Capalna                                ;Salaj          ;SJ;18;17549
Carastelec                             ;Salaj          ;SJ;50;17550
Ceaca                                  ;Salaj          ;SJ;46;17551
Cehei                                  ;Salaj          ;SJ;45;17552
Cehu Silvaniei                         ;Salaj          ;SJ;35;17553
Cerisa                                 ;Salaj          ;SJ;75;17554
Cernuc                                 ;Salaj          ;SJ;55;17555
Chechis                                ;Salaj          ;SJ;30;17556
Chendrea                               ;Salaj          ;SJ;45;17557
Chendremal                             ;Salaj          ;SJ;40;22944
Cheud                                  ;Salaj          ;SJ;45;17558
Chichisa                               ;Salaj          ;SJ;25;22945
Chiesd                                 ;Salaj          ;SJ;40;17560
Chilioara                              ;Salaj          ;SJ;35;17561
Chizeni                                ;Salaj          ;SJ;31;22946
Ciglean                                ;Salaj          ;SJ;40;17563
Ciocmani                               ;Salaj          ;SJ;45;17564
Ciula                                  ;Salaj          ;SJ;40;22947
Ciumarna                               ;Salaj          ;SJ;0;17565
Ciureni                                ;Salaj          ;SJ;49;19134
Cizer                                  ;Salaj          ;SJ;40;17566
Clit                                   ;Salaj          ;SJ;60;22948
Colonia Sighetu Silvaniei              ;Salaj          ;SJ;45;22949
Cormenis                               ;Salaj          ;SJ;70;17567
Coseiu                                 ;Salaj          ;SJ;20;17568
Cosniciu de Jos                        ;Salaj          ;SJ;70;17569
Cosniciu de Sus                        ;Salaj          ;SJ;65;17570
Cozla                                  ;Salaj          ;SJ;65;17571
Crasna                                 ;Salaj          ;SJ;25;17572
Creaca                                 ;Salaj          ;SJ;20;17573
Criseni                                ;Salaj          ;SJ;0;17574
Cristelec                              ;Salaj          ;SJ;30;17575
Cristolt                               ;Salaj          ;SJ;55;17576
Cristoltel                             ;Salaj          ;SJ;60;17577
Cristur-Criseni                        ;Salaj          ;SJ;20;22950
Cublesu                                ;Salaj          ;SJ;25;22951
Cuceu                                  ;Salaj          ;SJ;20;17579
Cuciulat                               ;Salaj          ;SJ;50;22952
Cutis                                  ;Salaj          ;SJ;30;22953
Cuzaplac                               ;Salaj          ;SJ;25;17580
Dabiceni                               ;Salaj          ;SJ;37;17581
Deja                                   ;Salaj          ;SJ;40;17582
Deleni                                 ;Salaj          ;SJ;30;22954
Dersida                                ;Salaj          ;SJ;45;17583
Diosod                                 ;Salaj          ;SJ;55;17584
Doba                                   ;Salaj          ;SJ;30;17585
Dobrin                                 ;Salaj          ;SJ;30;17586
Dobrocina                              ;Salaj          ;SJ;21;22955
Doh                                    ;Salaj          ;SJ;80;22956
Dolheni                                ;Salaj          ;SJ;45;22957
Dolu                                   ;Salaj          ;SJ;65;22958
Domnin                                 ;Salaj          ;SJ;45;22959
Dragu                                  ;Salaj          ;SJ;50;17587
Drighiu                                ;Salaj          ;SJ;60;17588
Dumuslau                               ;Salaj          ;SJ;0;22960
Fabrica                                ;Salaj          ;SJ;65;22961
Fagetu                                 ;Salaj          ;SJ;65;22962
Falcusa                                ;Salaj          ;SJ;39;17590
Fantanele                              ;Salaj          ;SJ;40;22963
Fantanele-Rus                          ;Salaj          ;SJ;38;22964
Fetindia                               ;Salaj          ;SJ;30;17591
Fildu de Jos                           ;Salaj          ;SJ;0;19133
Fildu de Mijloc                        ;Salaj          ;SJ;25;22965
Fildu de sus                           ;Salaj          ;SJ;30;17592
Firminis                               ;Salaj          ;SJ;20;17593
Fizes                                  ;Salaj          ;SJ;60;17594
Fodora (Galgau)                        ;Salaj          ;SJ;30;22966
Francenii de Piatra                    ;Salaj          ;SJ;35;22967
Fufez                                  ;Salaj          ;SJ;75;22968
Galaseni                               ;Salaj          ;SJ;40;19207
Galgau                                 ;Salaj          ;SJ;23;22969
Galgau Almasului                       ;Salaj          ;SJ;45;22970
Galpaia                                ;Salaj          ;SJ;30;17597
Garbou                                 ;Salaj          ;SJ;45;17598
Garceiu                                ;Salaj          ;SJ;0;22971
Giurtelecu simleului                   ;Salaj          ;SJ;70;22972
Glod                                   ;Salaj          ;SJ;30;17602
Gostila                                ;Salaj          ;SJ;35;17603
Gura Vladesei                          ;Salaj          ;SJ;21;22973
Guruslau                               ;Salaj          ;SJ;25;17604
Halmasd                                ;Salaj          ;SJ;60;17605
Hasmas                                 ;Salaj          ;SJ;43;22974
Hereclean                              ;Salaj          ;SJ;0;17606
Hida                                   ;Salaj          ;SJ;40;17607
Horoatu Cehului                        ;Salaj          ;SJ;40;22975
Horoatu Crasnei                        ;Salaj          ;SJ;30;17608
Hurez                                  ;Salaj          ;SJ;45;17609
Huseni                                 ;Salaj          ;SJ;30;17610
Husia                                  ;Salaj          ;SJ;70;22976
Huta                                   ;Salaj          ;SJ;37;26902
Iaz                                    ;Salaj          ;SJ;55;17611
Ileanda                                ;Salaj          ;SJ;42;17612
Ilisua                                 ;Salaj          ;SJ;30;17613
Inau                                   ;Salaj          ;SJ;40;17614
Ip                                     ;Salaj          ;SJ;60;17615
Jac                                    ;Salaj          ;SJ;35;17616
jebucu                                 ;Salaj          ;SJ;20;13606
Jibou                                  ;Salaj          ;SJ;25;17617
Lazuri                                 ;Salaj          ;SJ;60;17618
Lemniu                                 ;Salaj          ;SJ;50;17619
Lesmir                                 ;Salaj          ;SJ;75;17620
Letca                                  ;Salaj          ;SJ;50;17621
Lompirt                                ;Salaj          ;SJ;25;17622
Lozna                                  ;Salaj          ;SJ;50;17624
Luminisu                               ;Salaj          ;SJ;45;22978
Lupoaia                                ;Salaj          ;SJ;20;17625
Maeriste                               ;Salaj          ;SJ;40;17626
Magura                                 ;Salaj          ;SJ;31;22979
Mal                                    ;Salaj          ;SJ;50;17628
Maladia                                ;Salaj          ;SJ;45;17629
Maleni                                 ;Salaj          ;SJ;58;22980
Marca                                  ;Salaj          ;SJ;65;17630
Marca-Huta                             ;Salaj          ;SJ;85;22981
Marin                                  ;Salaj          ;SJ;35;17631
Mesesenii de Jos                       ;Salaj          ;SJ;20;22982
Mesesenii de Sus                       ;Salaj          ;SJ;25;22983
Mesteacanu                             ;Salaj          ;SJ;40;22984
Mierta                                 ;Salaj          ;SJ;36;17633
Miluani                                ;Salaj          ;SJ;55;22985
Mineu                                  ;Salaj          ;SJ;35;22986
Mirsid                                 ;Salaj          ;SJ;25;17634
Moiad                                  ;Salaj          ;SJ;40;17635
Moigrad-Porolissum                     ;Salaj          ;SJ;45;22987
Motis                                  ;Salaj          ;SJ;45;17637
Muncel                                 ;Salaj          ;SJ;90;22988
Nadis                                  ;Salaj          ;SJ;40;17638
Naimon                                 ;Salaj          ;SJ;55;19078
Napradea                               ;Salaj          ;SJ;40;17639
Negreni                                ;Salaj          ;SJ;45;27329
Notig                                  ;Salaj          ;SJ;45;17640
Nusfalau                               ;Salaj          ;SJ;40;17641
Ortelec                                ;Salaj          ;SJ;0;17642
Padureni                               ;Salaj          ;SJ;25;22989
Paduris                                ;Salaj          ;SJ;45;22990
Panic                                  ;Salaj          ;SJ;0;17643
Pausa                                  ;Salaj          ;SJ;30;17644
Peceiu                                 ;Salaj          ;SJ;35;17645
Pericei                                ;Salaj          ;SJ;25;17646
Periceiu Mic                           ;Salaj          ;SJ;35;22991
Perii Vadului                          ;Salaj          ;SJ;40;17647
Petrindu                               ;Salaj          ;SJ;35;17649
Petrinzel                              ;Salaj          ;SJ;35;17650
Pirosa                                 ;Salaj          ;SJ;45;22992
Plesca                                 ;Salaj          ;SJ;35;17651
Plopis                                 ;Salaj          ;SJ;60;17652
Poarta Salajului                       ;Salaj          ;SJ;25;17653
